timestamp,value
1487290245230 ,128577024 
1487290545239 ,126518392 
1487290845246 ,127965280 
1487291145258 ,128117008 
1487291445264 ,128634304 
1487291745276 ,135112208 
1487292045282 ,122819088 
1487292345289 ,126134664 
1487292645297 ,134034896 
1487292945306 ,130372536 
1487293245324 ,121266704 
1487293545351 ,132300024 
1487293845332 ,132994344 
1487294145340 ,137514120 
1487294445350 ,128318272 
1487294745356 ,137861288 
1487295045365 ,132220320 
1487295345372 ,131075616 
1487295645381 ,134961128 
1487295945388 ,139565304 
1487296245445 ,149549408 
1487296545416 ,141642968 
1487296845419 ,110403944 
1487297145423 ,113002928 
1487297445437 ,103112760 
1487297745465 ,107442216 
1487298045449 ,99695224 
1487298345457 ,99947224 
1487298645465 ,105773856 
1487298945474 ,114567760 
1487299245491 ,106226576 
1487299545490 ,111122880 
1487299845497 ,117916696 
1487300145505 ,112679800 
1487300445513 ,119036424 
1487300745523 ,118010480 
1487301045535 ,137826360 
1487301371140 ,-1 
1487301645551 ,112165320 
1487301945563 ,118976528 
1487302245564 ,122968568 
1487302545573 ,131564272 
1487302845580 ,122517184 
1487303145592 ,132074480 
1487303445613 ,141304072 
1487303745606 ,134889064 
1487304045614 ,109872664 
1487304345622 ,119755984 
1487304645632 ,111843160 
1487304945642 ,177297520 
1487305245647 ,173997288 
1487305545665 ,173351984 
1487305845666 ,180723264 
1487306145671 ,189119456 
1487306445681 ,189927416 
1487306745694 ,186357736 
1487307045697 ,190583208 
1487307345706 ,186291632 
1487307645722 ,187036504 
1487307945721 ,194748352 
1487308245734 ,193900016 
1487308545745 ,184502136 
1487308845748 ,186954288 
1487309145776 ,197963032 
1487309445766 ,202393568 
1487309745772 ,187424328 
1487310045780 ,197108848 
1487310345792 ,192892224 
1487310645799 ,191677928 
1487310945804 ,207990920 
1487311245815 ,215100256 
1487311545822 ,219207720 
1487311845830 ,224947168 
1487312145840 ,226336728 
1487312445860 ,231067368 
1487312745856 ,202242880 
1487313045864 ,212875944 
1487313345876 ,228983256 
1487313645886 ,210558680 
1487313945889 ,213960936 
1487314245900 ,180160328 
1487314545911 ,159466928 
1487314845918 ,226320528 
1487315145922 ,160786528 
1487315445937 ,166786040 
1487315745945 ,227378040 
1487316045949 ,193439448 
1487316345958 ,160299328 
1487316645973 ,179625624 
1487316945976 ,189457944 
1487317245985 ,213129536 
1487317545989 ,190755176 
1487317846002 ,212715856 
1487318146022 ,219575344 
1487318446015 ,631675080 
1487318746040 ,537366728 
1487319046032 ,600998152 
1487319346039 ,548177536 
1487319646049 ,627264472 
1487319946061 ,543264744 
1487320246069 ,613062984 
1487320546076 ,631856144 
1487320846085 ,594793200 
1487321146098 ,603769536 
1487321446103 ,560825192 
1487321746109 ,556279488 
1487322046116 ,560140616 
1487322346155 ,623216624 
1487322646139 ,587261120 
1487322946144 ,605344248 
1487323246156 ,593213856 
1487323546170 ,619042736 
1487323846165 ,612392912 
1487324146174 ,549120456 
1487324446184 ,573207104 
1487324746196 ,582100040 
1487325046201 ,551830896 
1487325346207 ,628995384 
1487325646215 ,592952608 
1487325946224 ,570251976 
1487326246234 ,585027936 
1487326546243 ,643902184 
1487326846249 ,623046176 
1487327146258 ,642825712 
1487327446267 ,599294056 
1487327746274 ,639730816 
1487328046284 ,550786648 
1487328346291 ,600005104 
1487328646299 ,598651568 
1487328946317 ,621213264 
1487329246344 ,621078288 
1487329546327 ,582415048 
1487329846347 ,557782920 
1487330146341 ,609037536 
1487330446348 ,618312296 
1487330746364 ,642689080 
1487331046370 ,594958704 
1487331346385 ,571390776 
1487331646381 ,572511224 
1487331946401 ,601903728 
1487332246404 ,628784288 
1487332546407 ,642981200 
1487332846423 ,569582192 
1487333146423 ,603274568 
1487333446435 ,589731816 
1487333746441 ,624859512 
1487334046452 ,564494824 
1487334346460 ,555601408 
1487334646468 ,574380328 
1487334946475 ,628616600 
1487335246493 ,560356040 
1487335546490 ,565486392 
1487335846498 ,639940368 
1487336146507 ,634679952 
1487336446514 ,584561208 
1487336746523 ,609869704 
1487337046534 ,628879080 
1487337346539 ,553025048 
1487337646548 ,602937304 
1487337946560 ,618722976 
1487338246570 ,569381232 
1487338546575 ,564251928 
1487338846582 ,613069608 
1487339146589 ,571457840 
1487339446598 ,576842544 
1487339746609 ,624203744 
1487340046622 ,643506560 
1487340346623 ,581201584 
1487340646638 ,628577272 
1487340946640 ,638832072 
1487341246650 ,628474160 
1487341546658 ,644255000 
1487341846666 ,648989512 
1487342146674 ,649198168 
1487342446681 ,586946432 
1487342746693 ,599637408 
1487343046700 ,556107912 
1487343346707 ,572230560 
1487343646716 ,613678864 
1487343946723 ,623369888 
1487344246731 ,572028296 
1487344546739 ,597886520 
1487344846748 ,606363192 
1487345146764 ,629120272 
1487345446766 ,568977704 
1487345746773 ,618181176 
1487346046788 ,574447552 
1487346346790 ,656462976 
1487346646800 ,600946784 
1487346946807 ,622820288 
1487347246818 ,655524032 
1487347546824 ,566121480 
1487347846837 ,612689400 
1487348146843 ,615939224 
1487348446848 ,581148928 
1487348746946 ,632016744 
1487349046955 ,654794760 
1487349346964 ,639385096 
1487349646972 ,662761360 
1487349946981 ,571743312 
1487350246989 ,603997736 
1487350546995 ,582202568 
1487350847006 ,650761976 
1487351147014 ,608175832 
1487351447023 ,671089152 
1487351747029 ,592714384 
1487352047038 ,622445072 
1487352347046 ,613335456 
1487352647054 ,655043776 
1487352947063 ,619908024 
1487353247071 ,638202984 
1487353547080 ,588987288 
1487353847088 ,599243496 
1487354147096 ,624530176 
1487354447106 ,638560768 
1487354747114 ,657792192 
1487355047121 ,585252968 
1487355347139 ,669272840 
1487355647051 ,586345016 
1487355947058 ,580436616 
1487356247067 ,575986208 
1487356547075 ,652613712 
1487356847083 ,631316624 
1487357147091 ,628894080 
1487357447099 ,641719416 
1487357747108 ,641419040 
1487358047117 ,578621832 
1487358347124 ,606922264 
1487358647133 ,657621736 
1487358947142 ,670143816 
1487359247157 ,609877712 
1487359547158 ,645657920 
1487359847167 ,578686720 
1487360147175 ,603523168 
1487360447187 ,634128536 
1487360747192 ,671874496 
1487361047203 ,601983344 
1487361347208 ,627458856 
1487361647216 ,668970104 
1487361947228 ,593681872 
1487362247234 ,609468256 
1487362547243 ,626601048 
1487362847248 ,659502912 
1487363147257 ,591824968 
1487363447266 ,607521368 
1487363747274 ,629234376 
1487364047285 ,593603800 
1487364347292 ,618304864 
1487364647299 ,645162168 
1487364947308 ,663130264 
1487365247316 ,596797600 
1487365547328 ,621823256 
1487365847333 ,636986264 
1487366147340 ,652374720 
1487366447350 ,664374528 
1487366747358 ,582125552 
1487367047365 ,595561640 
1487367347380 ,610368408 
1487367647382 ,622208472 
1487367947391 ,636203048 
1487368247399 ,583055456 
1487368547407 ,610916584 
1487368847415 ,629562480 
1487369147424 ,648310672 
1487369447432 ,663957304 
1487369747444 ,583154816 
1487370047451 ,597338480 
1487370347458 ,609345768 
1487370647466 ,621317424 
1487370947475 ,633586168 
1487371247483 ,645355552 
1487371547492 ,657624544 
1487371847500 ,669533472 
1487372147507 ,592762056 
1487372447516 ,608868328 
1487372747526 ,622708336 
1487373047534 ,641342648 
1487373347542 ,659675224 
1487373647550 ,583647776 
1487373947557 ,602824176 
1487374247566 ,621285528 
1487374547579 ,635485032 
1487374847586 ,646936528 
1487375147591 ,658878616 
1487375447605 ,581447896 
1487375747611 ,593534280 
1487376047619 ,615045816 
1487376347624 ,638146816 
1487376647636 ,649795880 
1487376947645 ,578419488 
1487377247651 ,663543144 
1487377547658 ,597582144 
1487377847666 ,633360672 
1487378147675 ,633329144 
1487378447683 ,654387128 
1487378747698 ,647644384 
1487379047702 ,610744744 
1487379347713 ,633505360 
1487379647723 ,581441224 
1487379947739 ,643732384 
1487380247774 ,671328792 
1487380547745 ,604370608 
1487380847769 ,640366504 
1487381147761 ,592417704 
1487381447771 ,632986520 
1487381747827 ,587397912 
1487382047810 ,600440296 
1487382347818 ,643013312 
1487382647802 ,658535656 
1487382947817 ,628868080 
1487383247818 ,670783480 
1487383547826 ,611786632 
1487383847837 ,631694824 
1487384147843 ,592713792 
1487384447852 ,669779824 
1487384747861 ,625824816 
1487385047870 ,612960136 
1487385347876 ,643293432 
1487385647891 ,605946096 
1487385947900 ,597988152 
1487386247901 ,673425840 
1487386547913 ,672634384 
1487386847918 ,585326208 
1487387147935 ,643644864 
1487387447937 ,586268368 
1487387747945 ,651045432 
1487388047951 ,645550416 
1487388347963 ,647275032 
1487388647969 ,660630112 
1487388947981 ,587591784 
1487389247983 ,671451936 
1487389547992 ,625468960 
1487389848002 ,589019432 
1487390148015 ,597436128 
1487390448020 ,674975248 
1487390748027 ,650356768 
1487391048034 ,629709096 
1487391348042 ,664261568 
1487391648050 ,583677528 
1487391948057 ,674458432 
1487392248067 ,626922464 
1487392548077 ,675828808 
1487392848121 ,644598656 
1487393148095 ,655285968 
1487393448108 ,583152752 
1487393748109 ,660714384 
1487394048118 ,625260376 
1487394348131 ,633216944 
1487394648134 ,910818912 
1487394948148 ,900426568 
1487395248150 ,863653728 
1487395548158 ,1053867984 
1487395848168 ,1115611536 
1487396148176 ,1074605360 
1487396448186 ,1046173400 
1487396748191 ,513728120 
1487397048201 ,533940224 
1487397348212 ,571738584 
1487397648222 ,556708808 
1487397948225 ,529756272 
1487398248237 ,529082456 
1487398548242 ,580920440 
1487398848254 ,585641336 
1487399148263 ,498630376 
1487399448266 ,533082952 
1487399748296 ,543377216 
1487400048285 ,505826928 
1487400348297 ,551932848 
1487400648316 ,516157696 
1487400948339 ,522468040 
1487401248318 ,523985416 
1487401548328 ,549259832 
1487401848335 ,499940680 
1487402148346 ,514077472 
1487402448356 ,546161768 
1487402748381 ,577933976 
1487403048371 ,505148888 
1487403348380 ,525315856 
1487403648424 ,562094472 
1487403948430 ,591764776 
1487404248402 ,524066456 
1487404548411 ,564546024 
1487404848419 ,509227008 
1487405148430 ,565973496 
1487405448446 ,544974392 
1487405748449 ,521678096 
1487406048471 ,563228760 
1487406348466 ,557732168 
1487406648470 ,561763232 
1487406948476 ,516119952 
1487407248501 ,561698168 
1487407548507 ,551570624 
1487407848506 ,516912992 
1487408148515 ,572378144 
1487408448517 ,551859912 
1487408748528 ,565340624 
1487409048536 ,575211008 
1487409348543 ,565772472 
1487409648552 ,577648928 
1487409948562 ,562277760 
1487410248570 ,570172136 
1487410548578 ,548767280 
1487410848613 ,588771944 
1487411148627 ,583019936 
1487411448604 ,541851544 
1487411748610 ,508126336 
1487412048619 ,538220096 
1487412348627 ,544346464 
1487412648635 ,558241952 
1487412948643 ,576549168 
1487413248652 ,531607280 
1487413548662 ,587193960 
1487413848668 ,574887832 
1487414148675 ,583855520 
1487414448687 ,523284312 
1487414748693 ,533821640 
1487415048704 ,604167408 
1487415348718 ,516824888 
1487415648720 ,522669160 
1487415948757 ,513980520 
1487416248745 ,528191856 
1487416548750 ,572104760 
1487416848754 ,573784064 
1487417148776 ,512306880 
1487417448769 ,589967024 
1487417748777 ,566119704 
1487418048787 ,531753656 
1487418348797 ,510500176 
1487418648804 ,595065704 
1487418948850 ,569131376 
1487419248862 ,603818592 
1487419548870 ,517506120 
1487419848881 ,565949920 
1487420148864 ,592577448 
1487420448857 ,558124440 
1487420748859 ,544467720 
1487421048907 ,580858720 
1487421348877 ,518746096 
1487421648887 ,571213840 
1487421948907 ,569120560 
1487422248929 ,531437800 
1487422548911 ,516553928 
1487422848948 ,537779760 
1487423148981 ,537000040 
1487423448940 ,679902936 
1487423748944 ,646273624 
1487424048952 ,656976328 
1487424348960 ,598378800 
1487424648971 ,621410320 
1487424948977 ,622329176 
1487425248985 ,636064344 
1487425548994 ,648671168 
1487425849007 ,594668328 
1487426149010 ,635392440 
1487426449020 ,-1 
1487426749029 ,98267192 
1487427049369 ,81642264 
1487427349043 ,-1 
1487427649053 ,-1 
1487427949064 ,98564192 
1487428249080 ,88414376 
1487428549097 ,-1 
1487428849089 ,77925352 
1487429149097 ,85460648 
1487429449102 ,113771680 
1487429749111 ,114490528 
1487430049120 ,108846608 
1487430349133 ,109770880 
1487430649135 ,123026168 
1487430949144 ,119341160 
1487431249153 ,138763216 
1487431549169 ,139395448 
1487431849169 ,139355672 
1487432149180 ,131877168 
1487432449186 ,137723632 
1487432749195 ,144964016 
1487433049202 ,145297536 
1487433349211 ,138154616 
1487433649224 ,133895456 
1487433949228 ,136174016 
1487434249236 ,134672752 
1487434549246 ,140691376 
1487434849253 ,145285912 
1487435149264 ,145907888 
1487435449273 ,140107576 
1487435749277 ,145695704 
1487436049287 ,146939544 
1487436349297 ,134712888 
1487436649304 ,142571432 
1487436949313 ,159755568 
1487437249321 ,164251960 
1487437549334 ,152378584 
1487437849338 ,169216040 
1487438149343 ,158336312 
1487438449358 ,158431168 
1487438749362 ,167211800 
1487439049376 ,164000688 
1487439349380 ,158252096 
1487439649391 ,164300088 
1487439949394 ,167996168 
1487440249403 ,165410240 
1487440549412 ,169146352 
1487440849638 ,163131704 
1487441149427 ,164659768 
1487441449435 ,164742392 
1487441749448 ,174546472 
1487442049454 ,175316192 
1487442349461 ,170882576 
1487442649473 ,164825776 
1487442949478 ,161335088 
1487443249490 ,171555848 
1487443549495 ,175620352 
1487443849506 ,168064768 
1487444149514 ,167101792 
1487444449520 ,175013760 
1487444749526 ,169692472 
1487445049536 ,163097880 
1487445349544 ,165413488 
1487445649554 ,164258400 
1487445949562 ,163197032 
1487446249571 ,165873224 
1487446549582 ,170117800 
1487446849586 ,175702720 
1487447149599 ,169219264 
1487447449602 ,179655256 
1487447749610 ,172975424 
1487448049623 ,165530456 
1487448349629 ,179662520 
1487448649635 ,168630496 
1487448949650 ,179439952 
1487449249652 ,173707304 
1487449549663 ,174936504 
1487449849670 ,169479000 
1487450149678 ,171246856 
1487450449685 ,168841112 
1487450749711 ,173271416 
1487451049722 ,171598456 
1487451349711 ,171639440 
1487451649730 ,175471720 
1487451949728 ,178842000 
1487452249736 ,173795064 
1487452549766 ,165854152 
1487452849756 ,179119152 
1487453149768 ,168797952 
1487453449818 ,180837744 
1487453749778 ,175353160 
1487454049790 ,182092976 
1487454349794 ,177820424 
1487454649803 ,176098704 
1487454949814 ,175936968 
1487455249820 ,170310496 
1487455549833 ,176837432 
1487455849839 ,174700288 
1487456149845 ,178294792 
1487456449853 ,171761008 
1487456749906 ,181708984 
1487457049869 ,174306840 
1487457349877 ,184296024 
1487457649887 ,181867336 
1487457949895 ,175198616 
1487458249902 ,177991552 
1487458549911 ,167488736 
1487458849958 ,177849368 
1487459149928 ,175332480 
1487459449945 ,174153392 
1487459749950 ,175961088 
1487460049953 ,176296896 
1487460349963 ,184084168 
1487460649971 ,172542120 
1487460949981 ,177068408 
1487461249990 ,182254032 
1487461549998 ,183457888 
1487461850003 ,179314184 
1487462150011 ,181189160 
1487462450037 ,182992408 
1487462750028 ,184298808 
1487463050037 ,175968160 
1487463350047 ,179111720 
1487463650054 ,110507408 
1487463950062 ,132161144 
1487464250071 ,132856040 
1487464550082 ,126201608 
1487464850088 ,116495688 
1487465150096 ,118924496 
1487465450104 ,126165472 
1487465750114 ,119812680 
1487466050143 ,130312040 
1487466350129 ,123931448 
1487466650140 ,143342176 
1487466950146 ,140431848 
1487467250155 ,133459464 
1487467550162 ,142026272 
1487467850171 ,144783512 
1487468194180 ,131029752 
1487468451189 ,141628760 
1487468750197 ,138956032 
1487469050206 ,157548464 
1487469350213 ,150959704 
1487469650221 ,148314768 
1487469950230 ,155955360 
1487470250239 ,159010808 
1487470556296 ,-1 
1487470850260 ,89154424 
1487471150597 ,98360232 
1487471450284 ,104547976 
1487471750283 ,120180688 
1487472050289 ,121613096 
1487472350345 ,125763232 
1487472650402 ,140310832 
1487472950327 ,120444536 
1487473250328 ,110973512 
1487473550334 ,113174504 
1487473850342 ,113912952 
1487474150380 ,114343920 
1487474450353 ,123043248 
1487474750365 ,115789152 
1487475050377 ,122614392 
1487475350386 ,122253272 
1487475650392 ,129043944 
1487475950396 ,120751312 
1487476250425 ,130311528 
1487476550414 ,122853432 
1487476850435 ,123176736 
1487477150448 ,128096680 
1487477450437 ,125171192 
1487477750486 ,143157240 
1487478050470 ,142405984 
1487478350804 ,140974592 
1487478650471 ,150139304 
1487478950480 ,153892088 
1487479250490 ,151860336 
1487479550495 ,142908856 
1487479850505 ,150472576 
1487480150646 ,158236664 
1487480450521 ,148528880 
1487480750547 ,161675480 
1487481050581 ,163788048 
1487481350570 ,155387432 
1487481650565 ,155634264 
1487481950562 ,170129664 
1487482250571 ,165038360 
1487482550579 ,166606504 
1487482850592 ,156721456 
1487483150603 ,162673192 
1487483450625 ,168251296 
1487483750717 ,167596928 
1487484050644 ,173871472 
1487484350648 ,99418184 
1487484650636 ,105144432 
1487484950657 ,104615056 
1487485250668 ,115128944 
1487485550667 ,116035616 
1487485850687 ,119854520 
1487486151823 ,111484224 
1487486450700 ,112634336 
1487486750703 ,116585464 
1487487050704 ,113235336 
1487487350763 ,127401024 
1487487650722 ,132421072 
1487487950730 ,124311568 
1487488250738 ,120525032 
1487488550750 ,134122168 
1487488850760 ,124090288 
1487489150767 ,137849160 
1487489450802 ,133197936 
1487489750817 ,137544464 
1487490050854 ,138566960 
1487490350820 ,129062608 
1487490650860 ,143327080 
1487490950833 ,136190200 
1487491250848 ,141431408 
1487491550834 ,148815608 
1487491850840 ,144363840 
1487492150854 ,147514704 
1487492450909 ,156790328 
1487492750913 ,154897904 
1487493050886 ,152820312 
1487493350888 ,151435704 
1487493650901 ,160226224 
1487493950898 ,168134400 
1487494250905 ,156372168 
1487494551009 ,171251808 
1487494850928 ,170740680 
1487495150932 ,159529536 
1487495450967 ,172453208 
1487495750972 ,169950296 
1487496050975 ,175288624 
1487496350982 ,167199640 
1487496650974 ,106763088 
1487496950982 ,119909536 
1487497251015 ,126589936 
1487497551168 ,116726696 
1487497851017 ,124003888 
1487498151014 ,129024872 
1487498451043 ,129613152 
1487498751032 ,130452920 
1487499051037 ,141553104 
1487499351051 ,140932672 
1487499651077 ,150072448 
1487499951064 ,151951368 
1487500251093 ,155355144 
1487500551082 ,144092952 
1487500851099 ,141259448 
1487501151127 ,156417816 
1487501451137 ,149306064 
1487501751121 ,146982064 
1487502051145 ,157718360 
1487502351187 ,164059496 
1487502651164 ,159058672 
1487502951159 ,151689880 
1487503251160 ,166490248 
1487503551166 ,156123264 
1487503851209 ,155869168 
1487504151188 ,157810648 
1487504451207 ,163943040 
1487504751221 ,172337392 
1487505051213 ,127128592 
1487505351217 ,124687352 
1487505651278 ,122298600 
1487505951294 ,131301080 
1487506251243 ,127398344 
1487506551248 ,134690952 
1487506851256 ,121754480 
1487507151277 ,135443792 
1487507451342 ,128830720 
1487507751299 ,139010648 
1487508051295 ,134489256 
1487508351298 ,133176424 
1487508651306 ,148522664 
1487508951334 ,145266792 
1487509251353 ,140310496 
1487509551332 ,148468336 
1487509851349 ,144372560 
1487510151361 ,153337376 
1487510451367 ,145089896 
1487510751405 ,149115960 
1487511051377 ,156591856 
1487511351442 ,156413432 
1487511651423 ,170222008 
1487511951402 ,160976528 
1487512251423 ,170909792 
1487512551523 ,173410480 
1487512851452 ,180927208 
1487513151450 ,177506472 
1487513451439 ,190265760 
1487513751907 ,105710624 
1487514051473 ,112449040 
1487514351482 ,128312888 
1487514651473 ,123341592 
1487514951481 ,168579928 
1487515251499 ,173419032 
1487515551499 ,177771384 
1487515851506 ,179882104 
1487516151528 ,182738240 
1487516451525 ,190266400 
1487516751635 ,191924136 
1487517051577 ,187110552 
1487517351549 ,181189832 
1487517651558 ,190962024 
1487517951580 ,197930520 
1487518251585 ,188680296 
1487518551581 ,193311600 
1487518851589 ,114977816 
1487519151605 ,115599720 
1487519451648 ,110199928 
1487519751615 ,108052496 
1487520051626 ,108881120 
1487520351635 ,115121512 
1487520651654 ,113106056 
1487520951660 ,191308848 
1487521251658 ,203378904 
1487521551664 ,191525920 
1487521851675 ,202649648 
1487522151681 ,208485464 
1487522451689 ,208524512 
1487522751700 ,206848104 
1487523051711 ,206406976 
1487523351716 ,210124112 
1487523651725 ,210328576 
1487523951732 ,200016760 
1487524251739 ,199922520 
1487524551752 ,212591400 
1487524851762 ,208779000 
1487525151776 ,206041792 
1487525451774 ,213644784 
1487525751782 ,209876280 
1487526051795 ,209255104 
1487526351799 ,200616000 
1487526651809 ,206140472 
1487526951834 ,203676248 
1487527251839 ,199725792 
1487527551834 ,205347792 
1487527851840 ,209057800 
1487528151854 ,216599464 
1487528451857 ,218268432 
1487528751868 ,213027672 
1487529051890 ,203599088 
1487529351956 ,202639784 
1487529651910 ,213086304 
1487529951905 ,206698256 
1487530251920 ,216635032 
1487530551916 ,209081992 
1487530851924 ,218929088 
1487531151932 ,211260672 
1487531451946 ,204341736 
1487531751949 ,214320696 
1487532051956 ,207146280 
1487532351964 ,217110528 
1487532651976 ,212155664 
1487532951985 ,216757880 
1487533251994 ,219720400 
1487533551998 ,213423480 
1487533852020 ,205908544 
1487534152020 ,216299784 
1487534452025 ,209638432 
1487534752033 ,220332408 
1487535052041 ,213449696 
1487535352136 ,210906464 
1487535652058 ,221311544 
1487535952080 ,214803896 
1487536252077 ,207591512 
1487536552082 ,217835016 
1487536852090 ,210934504 
1487537152098 ,221052624 
1487537452106 ,214267888 
1487537752118 ,206720744 
1487538052142 ,216758680 
1487538352131 ,210062448 
1487538652143 ,220005800 
1487538952148 ,212853432 
1487539252156 ,205158128 
1487539552167 ,220584992 
1487539852173 ,214786976 
1487540152186 ,207216632 
1487540452191 ,217298040 
1487540752199 ,214586104 
1487541052220 ,207208184 
1487541352215 ,217458472 
1487541652224 ,211064664 
1487541952234 ,221276176 
1487542252244 ,214118408 
1487542552248 ,207097872 
1487542852256 ,221887736 
1487543152265 ,112099344 
1487543452277 ,105387152 
1487543752282 ,106464280 
1487544052291 ,109088416 
1487544352299 ,113623248 
1487544652307 ,109403032 
1487544952315 ,121622160 
1487545252323 ,114894904 
1487545552331 ,109012872 
1487545852343 ,119741696 
1487546152352 ,112830280 
1487546452363 ,108496856 
1487546752365 ,119356336 
1487547052374 ,112974624 
1487547352383 ,105983536 
1487547652392 ,116388176 
1487547952399 ,111117784 
1487548252412 ,105223312 
1487548552417 ,105266240 
1487548852425 ,109320000 
1487549152432 ,115368040 
1487549452441 ,118153432 
1487549752448 ,107672552 
